名稱	戰法	特性1	特性2	特性3	奉行特性	家宰特性	所屬	登場年	統率	武勇	智略	政務	合計	物慾	主義	出身	信仰	騎兵LV	鐵炮LV	AI LV	野心
伊賀久隆	罵聲	地利			治水奉行	役商基建	備前	1542	70	68	68	67	273	淡泊	革新	武士	佛教			B	8
池田聖	突襲	牢固	炮術		炮術奉行	精銳銃手	尾張	1574	54	68	63	45	230	淡泊	革新	武士	佛教			B	7
稻富祐直	威壓	遠射			炮術奉行	精銳銃手	丹后	1565	63	68	52	28	211	淡泊	革新	武士	佛教	○	⌾	A	6
氏家卜全	威壓	盡心盡力	牢固		甲冑奉行	重商主義	美濃	1527	61	68	58	49	236	普通	革新	武士	佛教	○		B	12
大谷吉繼	計算之才	白頭刑部	計謀	射手	軍師之悟	深謀遠慮	近江	1573	89	68	90	80	327	普通	中庸	軍師	佛教		○	A	4
奧重政	混亂	乾坤	炮術		工事奉行	強化鐵炮兵	紀伊	1574	71	68	78	63	280	普通	保守	武士	一向宗			A	8
奧平家昌	警戒	牢固			旗幟奉行	重農主義	三河	1591	51	68	63	37	219	貪婪	中庸	武士	佛教			B	6
茂庭綱元	攪亂	破策	控場	能吏	軍師之悟	擴張農產	巖代	1563	80	68	87	73	308	普通	革新	軍師	佛教		○	B	6
鬼庭綱元																					
柏山明久	突襲	反攻			甲冑奉行	重視內治	陸中	1575	63	68	47	22	200	貪婪	保守	武士	佛教	○		B	12
木下昌直	警戒	堅陣			樂市奉行	常備兵訓練	肥前	1538	78	68	51	39	236	貪婪	革新	武士	佛教			B	8
桑折宗長	突襲	攻勢			軍糧奉行	擴張農產	羽前	1546	62	68	58	74	262	淡泊	中庸	武士	佛教			B	7
小田邊勝成	威壓	攻城			旗幟奉行	增強兵役	磐城	1574	40	68	38	23	169	貪婪	保守	武士	佛教	○		C	9
小西行長	止步	盡心盡力	用兵	工事	商人之悟	售出貢米	和泉	1573	81	68	78	89	316	貪婪	革新	商人	基督教		○	A	8
榊原康勝	警戒	反攻			甲冑奉行	年功加俸	遠江	1604	65	68	50	54	237	淡泊	中庸	武士	佛教			B	8
佐久間信盛	攪亂	擅長撤退	盡心盡力	堅陣	工事奉行	獎勵樂市	尾張	1541	74	68	76	59	277	普通	保守	武士	佛教			B	9
佐多忠增	飛馳	血氣			甲冑奉行	增強兵役	薩摩	1576	63	68	61	48	240	淡泊	革新	武士	佛教			B	8
執行種兼	飛馳	牢固			旗幟奉行	常備兵訓練	肥前	1544	58	68	63	44	233	普通	革新	武士	佛教			B	7
鈴木重好	飛馳	修繕			旗幟奉行	人海戰術	三河	1562	39	68	46	50	203	淡泊	中庸	武士	佛教			B	4
鈴木重次	突襲	炮術			鈴木傳	鐵炮訓練	紀伊	1612	66	68	52	40	226	淡泊	中庸	武士	一向宗		⌾	B	6
諏訪滿鄰	混亂	盡心盡力			寺社奉行	固守城池	信濃	1518	53	68	64	68	253	淡泊	保守	僧侶	佛教			B	7
田北鎮周	突襲	牢固	馬術		馬術奉行	重商主義	豐后	1557	58	68	41	45	212	普通	中庸	武士	佛教	○		B	8
多目元忠	罵聲	牢固	控場		軍師之悟	人海戰術	伊豆	1533	83	68	85	55	291	淡泊	中庸	軍師	佛教			A	5
長宗我部康豐	警戒	攻城			長宗我部傳	增強兵役	土佐	1613	47	68	62	41	218	普通	革新	武士	佛教			B	4
長倉祐政	警戒	鐵壁			甲冑奉行	增強兵役	日向	1552	59	68	47	36	210	普通	保守	武士	佛教	○		B	7
長門廣益	激勵	鐵壁			治水奉行	交易主義	蝦夷	1525	69	68	57	53	247	普通	中庸	武士	佛教			B	5
氏家光氏	警戒	鐵壁			治水奉行	固守城池	羽前	1582	74	68	55	43	240	普通	中庸	武士	佛教	○		B	6
成澤光氏																					
保科正之	罵聲	乾坤	攻勢	修繕	德川傳	能人之治	武藏	1625	73	68	72	76	289	普通	革新	武士	佛教			A	5
細川忠利	混亂	雄辯	攻勢		樂市奉行	鬼神兵法	山城	1600	76	68	73	63	280	淡泊	革新	武士	佛教			A	6
本願寺顯如	混亂	自衛	用兵	炮術	本願寺傳	強化鐵炮兵	攝津	1554	84	68	82	94	328	普通	保守	僧侶	一向宗		⌾	A	10
本多忠純	警戒	工事			旗幟奉行	練武練兵	遠江	1600	25	68	27	32	152	貪婪	革新	武士	佛教			C	8
正木時忠	飛馳	牢固			旗幟奉行	眾望武勇	上總	1532	58	68	68	51	245	淡泊	保守	武士	佛教			B	10
松平信綱	罵聲	用兵	破策	修繕	官吏之悟	重視內治	武藏	1610	85	68	89	92	334	普通	革新	武士	佛教			A	5
松平忠吉	威壓	牢固			德川傳	年功加俸	遠江	1594	63	68	41	55	227	普通	革新	武士	佛教		○	B	5
毛利新助	威壓	攻城			旗幟奉行	常備兵訓練	尾張	1549	51	68	45	51	215	普通	中庸	武士	佛教	○		B	7
森蘭丸	止步	控場			軍糧奉行	成果加俸	美濃	1577	54	68	64	69	255	淡泊	革新	武士	佛教		○	B	4
森岡信元	警戒	盡心盡力			甲冑奉行	增強兵役	陸奧	1570	68	68	39	27	202	普通	保守	武士	佛教	○		B	9
安田景元	激勵	反攻			甲冑奉行	增強兵役	越后	1528	66	68	49	47	230	普通	保守	武士	佛教	○		B	7
安田作兵衛	突襲	攻勢			甲冑奉行	成果加俸	美濃	1572	34	68	40	22	164	普通	革新	武士	佛教			C	8
山路正國	激勵	攻城			旗幟奉行	補給鐵炮	尾張	1560	37	68	41	55	201	貪婪	中庸	武士	佛教			B	11
龍造寺家純	飛馳	攻城			龍造寺傳	補給騎兵	肥前	1493	65	68	46	59	238	淡泊	革新	武士	佛教			B	5
藤田行政	激勵	地利			甲冑奉行	重商主義	美濃	1530	51	68	52	43	214	普通	保守	武士	佛教			B	5
赤尾津家保	突襲	攻勢			庶民之悟	役民基建	羽后	1522	53	69	45	49	216	貪婪	保守	武士	佛教			B	12
赤星統家	突襲	攻城			旗幟奉行	歸農主義	肥后	1545	42	69	49	56	216	普通	保守	武士	佛教			B	7
朝倉景高	威壓	牢固			朝倉傳	年功加俸	越前	1510	48	69	22	46	185	普通	保守	武士	佛教			C	10
一萬田鑒實	警戒	鐵壁	控場		治水奉行	固守城池	豐后	1550	83	69	52	50	254	普通	革新	武士	佛教		○	B	7
江村親俊	飛馳	攻勢			甲冑奉行	重農主義	土佐	1561	64	69	46	40	219	淡泊	中庸	武士	佛教			B	4
大友宗麟	內訌	射手	巧言	炮術	大友傳	重商主義	豐后	1544	77	69	81	89	316	貪婪	革新	武士	基督教		○	A	14
大友義鎮																					
小國義操	飛馳	攻勢			甲冑奉行	勞民動眾	巖代	1561	61	69	34	25	189	普通	中庸	武士	佛教			C	2
小野鎮幸	警戒	攻勢	用兵		工事奉行	常備兵訓練	豐后	1557	70	69	71	41	251	普通	中庸	武士	佛教		○	B	5
小幡虎盛	威壓	牢固			旗幟奉行	固守城池	遠江	1519	67	69	52	31	219	淡泊	保守	武士	佛教			B	5
柏山明長	警戒	攻勢			甲冑奉行	歸農主義	陸中	1571	54	69	58	28	209	貪婪	保守	武士	佛教			B	10
片桐且元	警戒	雄辯	乾坤		軍糧奉行	調遣民夫	近江	1570	46	69	46	60	221	淡泊	中庸	武士	佛教			B	6
兼松正吉	飛馳	攻勢			旗幟奉行	成果加俸	尾張	1556	68	69	42	25	204	普通	革新	武士	佛教			B	4
桑山一直	突襲	血氣			旗幟奉行	重商主義	尾張	1592	38	69	46	54	207	普通	中庸	武士	佛教			B	7
佐竹義篤	內訌	堅陣	巧言		佐竹傳	練武練兵	長陸	1517	82	69	75	75	301	淡泊	中庸	武士	佛教			A	13
真田信尹	攪亂	雄辯			真田傳	地區檢地	信濃	1561	71	69	71	83	294	淡泊	革新	武士	佛教	○		B	10
佐野宗綱	激勵	牢固			旗幟奉行	役民基建	下野	1574	62	69	37	61	229	普通	革新	武士	佛教	○		B	8
鈴木重則	威壓	龍騎兵			旗幟奉行	增強軍役	上野	1561	62	69	45	37	213	普通	革新	武士	佛教	○	○	B	2
相馬利胤	內訌	乾坤	工事		軍糧奉行	歸農主義	磐城	1595	79	69	77	86	311	普通	革新	武士	佛教	○		B	9
長宗我部親吉	威壓	鐵壁			長宗我部傳	增強兵役	土佐	1520	67	69	49	54	239	淡泊	中庸	武士	佛教			B	4
土屋昌恒	飛馳	血氣			旗幟奉行	調遣民夫	甲斐	1570	56	69	50	34	209	普通	保守	武士	佛教			B	2
鳥居元忠	警戒	死守	用兵		守城奉行	年功加俸	三河	1553	62	69	72	24	227	淡泊	中庸	武士	佛教			B	1
中山照守	警戒	牢固			旗幟奉行	練武練兵	武藏	1582	61	69	27	33	190	貪婪	中庸	武士	佛教	⌾		C	8
平岡房實	激勵	盡心盡力			樂市奉行	增強軍役	伊予	1529	70	69	57	62	258	普通	中庸	武士	佛教			B	3
船尾昭直	內訌	反攻			甲冑奉行	臥薪嚐膽	磐城	1553	53	69	63	44	229	貪婪	保守	武士	佛教			B	8
法華津前延	警戒	海神			港口奉行	加征米稅	伊予	1535	63	69	42	51	225	普通	保守	武士	佛教			B	9
本多忠高	警戒	攻城	血氣		工事奉行	練武練兵	三河	1540	70	69	48	73	260	淡泊	中庸	武士	佛教			B	3
毛利隆元	止步	自衛	計謀	射手	毛利傳	重視內治	安藝	1537	80	69	78	87	314	淡泊	保守	武士	佛教			A	7
山本勘助	啄木鳥	乾坤	用兵	計謀	軍師之悟	深謀遠慮	三河	1507	83	69	96	68	316	淡泊	保守	軍師	佛教	○		A	8
脅坂安治	飛馳	反攻			甲冑奉行	歸農主義	近江	1568	60	69	54	43	226	貪婪	中庸	武士	佛教			C	11
淺利則賴	飛馳	盡心盡力			掘金奉行	練武練兵	羽后	1514	80	70	75	68	293	普通	中庸	武士	佛教	○		B	8
安東愛季	內訌	自衛	工事		商人之悟	交易主義	羽后	1554	82	70	82	85	319	貪婪	革新	武士	佛教			A	10
安藤直次	攪亂	射手	修繕		軍糧奉行	人海戰術	三河	1570	70	70	67	79	286	淡泊	革新	武士	佛教			A	3
一條信龍	罵聲	人脈	雄辯	鐵壁	武田傳	固守城池	甲斐	1551	74	70	75	75	294	淡泊	中庸	武士	佛教	○		B	4
飯尾定宗	警戒	血氣			旗幟奉行	常備兵訓練	尾張	1527	44	70	52	44	210	普通	保守	武士	佛教			B	4
江上家種	飛馳	血氣			龍造寺傳	補給騎兵	肥前	1572	83	70	27	19	199	普通	革新	武士	佛教			B	5
太田康資	激勵	攻勢			甲冑奉行	常備兵訓練	武藏	1545	67	70	47	43	227	普通	保守	武士	佛教			B	8
甲斐宗運	混亂	雄辯	計謀	破策	軍師之悟	深謀遠慮	肥后	1529	89	70	94	78	331	普通	保守	軍師	佛教		○	A	5
木脅祐守	激勵	反攻	地利		治水奉行	常備兵訓練	日向	1529	72	70	58	52	252	普通	保守	武士	佛教			B	6
九鬼廣隆	飛馳	反攻			甲冑奉行	速食軍糧	志摩	1587	60	70	35	28	193	貪婪	保守	武士	佛教		○	C	12
九鬼守隆	激勵	乾坤	海神		海賊之悟	速食軍糧	志摩	1587	71	70	64	51	256	淡泊	革新	海賊	佛教		○	B	5
公文重忠	飛馳	牢固			甲冑奉行	速食軍糧	土佐	1532	40	70	57	23	190	貪婪	保守	武士	佛教			C	10
佐伯惟定	警戒	海神			港口奉行	固守城池	豐后	1578	56	70	63	46	235	貪婪	革新	武士	佛教			B	3
三枝昌貞	威壓	攻城	牢固		樂市奉行	固守城池	甲斐	1551	79	70	68	61	278	淡泊	中庸	武士	佛教	○		B	4
椎名長常	突襲	盡心盡力			甲冑奉行	武斷主義	越中	1494	62	70	46	34	212	淡泊	中庸	武士	佛教			B	5
斯波詮高	止步	鐵壁	計謀		治水奉行	擴張農產	陸前	1490	72	70	77	78	297	普通	保守	名門	佛教			B	9
水原親憲	突襲	攻勢	炮術		制銀奉行	精銳騎兵	越后	1560	80	70	43	24	217	普通	革新	武士	佛教		○	B	5
諏訪賴滿	混亂	攻勢	巧言		寺社奉行	增強軍役	信濃	1494	74	70	74	79	297	淡泊	保守	僧侶	佛教			B	12
仙石秀范	激勵	血氣			旗幟奉行	常備兵訓練	美濃	1590	51	70	60	42	223	普通	革新	武士	佛教			B	7
十河存春	警戒	盡心盡力			甲冑奉行	速食軍糧	贊岐	1524	58	70	54	68	250	普通	中庸	武士	佛教			B	3
竹中半兵衛	十面埋伏	鳳凰	用兵	計謀	軍師之悟	強攻戰略	美濃	1558	85	70	99	59	313	淡泊	革新	軍師	佛教		○	S	4
土持親佐	威壓	攻城			旗幟奉行	增強兵役	日向	1491	50	70	59	54	233	淡泊	中庸	武士	佛教			B	10
富田景政	威壓	血氣			劍豪之悟	人海戰術	越前	1539	57	70	27	32	186	淡泊	中庸	劍豪	佛教			A	5
長尾政景	罵聲	鐵壁	計謀	能吏	軍糧奉行	積草屯糧	越后	1540	83	70	70	74	297	貪婪	保守	武士	佛教	○		A	8
永原松云	罵聲	攻勢			甲冑奉行	重用人才	近江	1579	53	70	62	62	247	普通	革新	武士	佛教			B	8
那須高資	警戒	血氣			旗幟奉行	武斷主義	下野	1534	61	70	37	30	198	淡泊	保守	武士	佛教			B	7
那須資晴	威壓	炮術			名門之悟	武斷主義	下野	1571	59	70	48	41	218	普通	保守	名門	佛教			C	9
畠山政繁	激勵	盡心盡力			旗幟奉行	武斷主義	能登	1559	68	70	54	59	251	普通	中庸	武士	佛教			B	7
堀直政	罵聲	控場	工事	修繕	樂市奉行	擴張農產	近江	1561	75	70	79	85	309	普通	革新	武士	佛教		○	A	6
益田景祥	警戒	能吏			軍糧奉行	重農主義	石見	1591	59	70	59	73	261	普通	中庸	武士	佛教			B	4
松平忠昌	激勵	攻城	血氣		德川傳	練武練兵	攝津	1615	58	70	56	55	239	普通	革新	武士	佛教			B	4
村上通康	飛馳	自衛	海神		海賊之悟	速食軍糧	伊予	1533	75	70	55	49	249	普通	革新	海賊	佛教		○	B	8
毛利秀就	飛馳	控場			毛利傳	速食軍糧	安藝	1599	47	70	30	42	189	貪婪	保守	武士	佛教			B	10
赤星親武	激勵	乾坤			甲冑奉行	固守城池	肥后	1586	43	71	51	47	212	普通	中庸	武士	佛教			B	6
淺井亮親	混亂	反攻			淺井傳	固守城池	近江	1534	67	71	73	68	279	普通	保守	武士	佛教			B	5
淺野幸長	警戒	攻勢	炮術		炮術奉行	擴張農產	近江	1591	65	71	68	66	270	普通	革新	武士	佛教			B	8
尼子久幸	威壓	血氣	射手		尼子傳	速食軍糧	出雲	1488	77	71	38	45	231	普通	中庸	武士	佛教	○		B	1
池田輝政	激勵	攻勢	修繕		守城奉行	調遣民夫	尾張	1579	68	71	71	78	288	貪婪	革新	武士	佛教		○	B	10
稻葉一鐵	罵聲	自衛	反攻	風雅	軍糧奉行	增強兵役	美濃	1530	77	71	78	71	297	貪婪	革新	武士	佛教	⌾		A	11
豬苗代盛胤	激勵	反攻			甲冑奉行	購買糧食	巖代	1579	64	71	44	34	213	普通	保守	武士	佛教			B	2
小笠原長時	突襲	射手	馬術		馬術奉行	騎兵訓練	信濃	1534	66	71	38	38	213	普通	保守	武士	佛教	○		B	9
織田信秀	止步	反攻	工事	馬術	織田傳	深謀遠慮	尾張	1525	86	71	87	90	334	貪婪	革新	武士	佛教	○		S	14
越智家增	激勵	攻勢			旗幟奉行	重用人才	大和	1533	51	71	44	38	204	普通	保守	武士	佛教			B	7
蠣崎義廣	混亂	攻城	修繕		廻船之薦	交易主義	蝦夷	1493	77	71	82	81	311	普通	中庸	武士	佛教			B	10
笠原清繁	飛馳	乾坤			甲冑奉行	人海戰術	信濃	1529	56	71	48	41	216	淡泊	保守	武士	佛教			B	5
柏山明助	飛馳	乾坤	計謀		樂市奉行	補給騎兵	陸中	1590	74	71	50	49	244	普通	保守	武士	佛教	○		B	7
菅達長	激勵	盡心盡力			海賊之悟	速食軍糧	淡路	1569	53	71	44	22	190	貪婪	革新	海賊	佛教			C	10
神吉賴定	飛馳	反攻			軍糧奉行	加征米稅	播磨	1541	61	71	61	73	266	淡泊	中庸	武士	佛教		○	B	4
城井鎮房	飛馳	盡心盡力	地利		武士之悟	役民基建	豐前	1550	68	71	71	47	257	貪婪	中庸	武士	佛教			B	11
栗山善助	混亂	盡心盡力	攻城		樂市奉行	役商基建	播磨	1564	70	71	81	71	293	淡泊	革新	武士	佛教			A	3
黑澤道家	飛馳	反攻			旗幟奉行	速食軍糧	羽后	1581	42	71	41	69	223	普通	保守	武士	佛教	○		B	5
毛馬內秀范	突襲	盡心盡力	雄辯		南部傳	購買糧食	陸奧	1535	74	71	45	62	252	貪婪	保守	武士	佛教			B	9
佐竹義久	飛馳	盛名	牢固		佐竹傳	常備兵訓練	長陸	1568	74	71	63	79	287	淡泊	中庸	武士	佛教			B	6
佐竹義宣	攪亂	盡心盡力	自衛		佐竹傳	常備兵訓練	長陸	1584	79	71	76	85	311	貪婪	革新	武士	佛教		○	A	7
真田幸隆	內訌	攻勢	計謀	巧言	真田傳	深謀遠慮	信濃	1527	83	71	94	78	326	貪婪	中庸	軍師	佛教	○		A	7
真田大助	警戒	牢固			真田傳	眾望武勇	紀伊	1612	59	71	54	27	211	淡泊	中庸	武士	佛教	○		B	1
佐野房綱	威壓	攻勢	計謀		劍豪之悟	練武練兵	下野	1572	49	71	57	65	242	普通	保守	劍豪	佛教			A	6
天德寺寶衍																					
島津龍伯	罵聲	遠射	鐵壁	工事	島津傳	補給鐵炮	薩摩	1547	82	71	86	84	323	普通	革新	武士	佛教			S	11
島津義久																					
島津歲久	罵聲	牢固	控場	射手	島津傳	增強兵役	薩摩	1551	81	71	92	75	319	普通	革新	武士	佛教		○	A	6
須田盛秀	威壓	反攻			旗幟奉行	常備兵訓練	巖代	1544	65	71	62	60	258	普通	保守	武士	佛教			B	5
高木鑒房	飛馳	攻勢	牢固		甲冑奉行	鬼神兵法	肥前	1518	70	71	30	22	193	淡泊	中庸	武士	佛教			B	9
德川賴宣	激勵	用兵	巧言		德川傳	年功加俸	山城	1606	74	71	59	68	272	普通	革新	武士	佛教			A	10
丹羽長秀	混亂	控場	工事	能吏	官吏之悟	重商主義	尾張	1549	82	71	85	85	323	淡泊	革新	武士	佛教		○	A	6
波多野稙通	止步	盛名	攻勢		軍糧奉行	謀攻主義	丹波	1510	81	71	86	75	313	淡泊	保守	武士	佛教			B	14
花房職秀	警戒	牢固			旗幟奉行	增強軍役	備前	1563	58	71	65	32	226	普通	中庸	武士	佛教	○		B	9
原長賴	威壓	攻城			旗幟奉行	增強兵役	美濃	1558	60	71	57	37	225	普通	革新	武士	佛教	○	○	B	8
堀尾忠晴	警戒	牢固			庶民之悟	武斷主義	出雲	1604	64	71	37	39	211	普通	革新	庶民	佛教			C	8
松平忠輝	警戒	鐵壁			德川傳	練武練兵	武藏	1606	63	71	57	31	222	普通	革新	武士	佛教		○	A	7
三好長慶	止步	副王之威	人脈	計謀	三好傳	能人之治	阿波	1537	92	71	88	93	344	貪婪	中庸	武士	佛教			A	13
向井正綱	激勵	海神			海賊之悟	練武練兵	伊勢	1571	66	71	59	38	234	普通	中庸	海賊	佛教		○	A	6
橫瀨泰繁	突襲	計謀			樂市奉行	役商基建	上野	1498	74	71	66	71	282	淡泊	中庸	武士	佛教			B	7
渡邊糾	警戒	攻勢			甲冑奉行	積草屯糧	攝津	1590	59	71	51	43	224	普通	革新	武士	佛教			B	7
亙理宗隆	威壓	反攻			甲冑奉行	臥薪嚐膽	陸前	1507	70	71	63	49	253	普通	中庸	武士	佛教			B	7
赤井家清	突襲	牢固			旗幟奉行	增強兵役	丹波	1540	62	72	65	56	255	貪婪	保守	武士	佛教			C	9
池田恒興	威壓	盡心盡力	乾坤	攻城	樂市奉行	常備兵訓練	尾張	1548	73	72	63	63	271	淡泊	革新	武士	佛教	○		B	7
祖母井之照	激勵	攻勢			庶民之悟	地區檢地	伊予	1550	68	72	50	34	224	普通	保守	武士	佛教			B	8
淡河定范	突襲	馬術			甲冑奉行	武斷主義	播磨	1553	52	72	60	50	234	普通	保守	武士	佛教	○		B	2
岡吉正	突襲	攻勢	炮術		炮術奉行	強化鐵炮兵	紀伊	1562	38	72	57	31	198	普通	保守	武士	一向宗		○	C	5
岡本賴氏	激勵	盡心盡力			旗幟奉行	重商主義	肥后	1551	54	72	35	46	207	普通	中庸	武士	佛教			B	7
荻野秋清	突襲	攻城			旗幟奉行	增強兵役	丹波	1520	42	72	41	43	198	貪婪	保守	武士	佛教			C	9
笠原康勝	內訌	牢固	能吏		軍糧奉行	人海戰術	伊豆	1544	77	72	85	73	307	淡泊	革新	武士	佛教			B	5
吉川經家	警戒	鐵壁	堅陣		旗幟奉行	重農主義	石見	1561	72	72	64	55	263	淡泊	保守	武士	佛教	○		A	2
小牧源太	飛馳	血氣			旗幟奉行	重商主義	尾張	1541	38	72	53	35	198	普通	中庸	武士	佛教			C	6
佐伯惟教	突襲	乾坤			甲冑奉行	年功加俸	豐后	1538	63	72	49	26	210	普通	革新	武士	佛教			B	10
相良治賴	攪亂	盛名	用兵		港口奉行	重商主義	肥后	1528	75	72	78	64	289	淡泊	保守	武士	佛教			B	11
真田昌輝	混亂	控場	堅陣		真田傳	深謀遠慮	信濃	1557	78	72	86	65	301	貪婪	中庸	武士	佛教			B	9
真田信之	罵聲	天下之飾	工事	炮術	真田傳	精銳銃手	信濃	1580	84	72	86	80	322	普通	中庸	武士	佛教		○	A	4
四釜隆秀	激勵	盡心盡力	牢固		旗幟奉行	速食軍糧	陸前	1560	57	72	61	50	240	貪婪	保守	武士	佛教	○		B	11
島津忠長	激勵	攻城	控場		島津傳	增強兵役	薩摩	1565	54	72	73	66	265	淡泊	革新	武士	佛教			B	6
十市遠忠	警戒	盛名	牢固		軍糧奉行	歸農主義	大和	1511	49	72	64	72	257	淡泊	中庸	武士	佛教			B	8
中川清秀	威壓	堅陣			甲冑奉行	增強兵役	攝津	1556	41	72	34	35	182	普通	中庸	武士	佛教			B	9
鍋島茂賢	警戒	炮術			炮術奉行	速食軍糧	肥前	1585	63	72	45	37	217	普通	革新	武士	佛教			B	5
波多野宗高	飛馳	血氣			旗幟奉行	調遣民夫	丹波	1523	54	72	58	58	242	普通	保守	武士	佛教	○		B	7
細川忠興	攪亂	攻勢	血氣	風雅	治水奉行	鬼神兵法	山城	1577	78	72	71	69	290	普通	革新	武士	佛教		○	A	10
堀利重	飛馳	攻城			甲冑奉行	擴張農產	近江	1595	56	72	49	36	213	普通	革新	武士	佛教			B	8
松永久秀	平蜘蛛	計謀	風雅	巧言	商人之悟	謀攻主義	山城	1525	86	72	94	90	342	貪婪	革新	商人	佛教			S	15
三浦按針	內訌	盡心盡力	海神	巧言	商人之悟	交易主義	相模	1600	71	72	85	63	291	普通	革新	海賊	基督教		○	A	9
村上元吉	飛馳	攻勢	海神		海賊之悟	速食軍糧	伊予	1567	67	72	51	65	255	淡泊	中庸	海賊	佛教		○	B	5
米良祐次	飛馳	反攻			旗幟奉行	常備兵訓練	日向	1543	71	72	56	21	220	普通	保守	武士	佛教		○	B	7
湯淺五助	激勵	攻勢			甲冑奉行	增強兵役	近江	1574	31	72	47	63	213	普通	中庸	武士	佛教			A	4
橫山喜內	內訌	攻勢			治水奉行	重商主義	近江	1564	56	72	81	41	250	淡泊	革新	武士	佛教	○	○	A	4
愛洲宗通	激勵	攻勢			劍豪之悟	練武練兵	長陸	1534	61	73	22	18	174	貪婪	中庸	劍豪	佛教			A	9
淺井亮政	警戒	盡心盡力			淺井傳	常備兵訓練	近江	1506	83	73	67	62	285	貪婪	保守	武士	佛教	○		A	11
荒木道薫	攪亂	鐵壁	血氣	風雅	工事奉行	宴席交流	攝津	1550	77	73	84	60	294	貪婪	革新	武士	佛教		○	A	11
荒木村重																					
飯田覺兵衛	飛馳	攻城	修繕		守城奉行	歸農主義	山城	1576	44	73	53	48	218	普通	革新	武士	佛教	○		B	7
斑鳩平次	威壓	血氣			旗幟奉行	速食軍糧	越后	1575	60	73	59	39	231	淡泊	革新	武士	佛教			B	7
稻葉紀通	飛馳	盡心盡力			甲冑奉行	速食軍糧	美濃	1607	37	73	25	29	164	淡泊	革新	武士	佛教			C	10
大熊朝秀	警戒	雄辯	工事		甲冑奉行	地區檢地	越后	1531	36	73	31	63	203	貪婪	保守	武士	佛教			B	11
奧平信昌	激勵	鐵壁	牢固		治水奉行	練武練兵	三河	1569	78	73	73	41	265	貪婪	保守	武士	佛教			B	8
萱場元時	飛馳	炮術			炮術奉行	臥薪嚐膽	巖代	1571	57	73	68	67	265	淡泊	中庸	武士	佛教	○	⌾	A	4
吉川元長	止步	攻勢	血氣		毛利傳	重農主義	安藝	1562	72	73	79	46	270	淡泊	保守	武士	佛教	○		B	5
肝付兼續	威壓	攻城	炮術		炮術奉行	役商基建	大隅	1525	65	73	56	58	252	淡泊	中庸	武士	佛教		○	B	11
國司元相	突襲	攻城	修繕		軍糧奉行	重農主義	安藝	1507	64	73	49	81	267	普通	保守	武士	佛教	○		B	3
熊谷信直	警戒	鐵壁	攻勢		旗幟奉行	勞民動眾	安藝	1521	70	73	50	38	231	淡泊	保守	武士	佛教			B	9
黑川晴氏	飛馳	牢固	計謀		旗幟奉行	常備兵訓練	陸前	1537	68	73	63	49	253	普通	中庸	武士	佛教	○		B	9
黑田一成	突襲	攻城	攻勢		寺社奉行	役商基建	攝津	1585	76	73	69	44	262	淡泊	革新	武士	佛教			B	2
香宗我部親泰	內訌	盛名	攻城		長宗我部傳	增強兵役	土佐	1557	80	73	85	71	309	淡泊	中庸	武士	佛教			A	5
真田信綱	激勵	血氣			真田傳	速食軍糧	信濃	1551	58	73	69	44	244	淡泊	革新	武士	佛教	○		B	5
清水康英	飛馳	海神			港口奉行	重農主義	伊豆	1546	58	73	52	38	221	貪婪	中庸	武士	佛教			B	6
竹腰正信	威壓	修繕	炮術		旗幟奉行	練武練兵	美濃	1605	58	73	64	71	266	普通	革新	武士	佛教			B	6
天龍賴貞	罵聲	鐵壁	巧言		樂市奉行	固守城池	羽前	1547	66	73	84	70	293	普通	革新	武士	佛教	⌾		A	6
德川義直	威壓	工事			德川傳	年功加俸	攝津	1606	65	73	69	78	285	普通	革新	武士	佛教			A	9
富田重政	威壓	反攻			劍豪之悟	人海戰術	越前	1568	58	73	50	26	207	淡泊	中庸	劍豪	佛教			A	3
長野業盛	威壓	自衛	反攻		旗幟奉行	固守城池	上野	1560	72	73	51	43	239	淡泊	保守	武士	佛教			B	3
日根野弘就	威壓	攻城			甲冑奉行	重商主義	美濃	1534	53	73	48	38	212	貪婪	中庸	武士	佛教			B	8
藤林正保	突襲	計謀			忍者之悟	增強軍役	伊賀	1536	43	73	71	8	195	貪婪	保守	忍者	佛教			B	8
本多小松	威壓	閃電	鐵壁		工事奉行	眾望武勇	遠江	1588	80	73	76	82	311	普通	革新	武士	佛教	○		A	6
松平忠直	激勵	攻勢			德川傳	年功加俸	攝津	1609	69	73	38	30	210	普通	中庸	武士	佛教	○	○	B	9
三村家親	飛馳	自衛	攻城		甲冑奉行	增強兵役	備中	1527	64	73	50	49	236	貪婪	保守	武士	佛教			B	11
毛受勝照	威壓	攻勢			甲冑奉行	增強兵役	尾張	1565	53	73	41	58	225	普通	保守	武士	佛教			B	3
吉田重政	激勵	射手			甲冑奉行	練武練兵	近江	1499	51	73	40	20	184	貪婪	中庸	武士	佛教			B	8
冷泉隆豐	突襲	牢固	堅陣		旗幟奉行	人海戰術	周防	1527	62	73	68	66	269	普通	中庸	武士	佛教			B	1
渡邊勘兵衛	飛馳	攻城			甲冑奉行	常備兵訓練	近江	1576	58	73	66	33	230	貪婪	中庸	武士	佛教			B	11
赤池長任	飛馳	鐵壁	龍騎兵		馬術奉行	重商主義	肥后	1544	50	74	70	46	240	普通	中庸	武士	佛教	○	○	A	7
